id,description,source_name,nb_emojis,emojis_list,nb_alert_emojis,ratio_emojis,description_clean,langue,nb_mots,sentiment_stars,sentiment_score,sentiment_signal,zeroshot_label,zeroshot_score,zeroshot_signal,rules_signal,rules_details,rules_count
4545,"a vendre fond de commerce centre de formation au lac 2 y compris le matériel composé de une grande salle de formation contenant : 12 tables d'ordinateur 10 ordinateurs un tableau interactif munit d'un projecteur hitachi courte focale un bureau de formateur 12 chaises roulants une deuxième salle de formation contenant : 9 tables un tableau blanc 6 chaises roulants une 3eme salle de formation vide une salle d'attente équipée de canapé ,une table basse et un tapis un bureau de directeur de centre équipé de : d'un grand bureau (bois + inox) chaise roulant orthopédique 2 chaises pour guest une salle de bain une kitchenette + petit balcon une salle d'eau pour homme une salle de bain pour femme une place de parking au sous sol de la résidence chauffage centrale tout le bureau est équipé de climatiseur",tunisieannonce,0,,0,0.0,"a vendre fond de commerce centre de formation au lac 2 y compris le matériel composé de une grande salle de formation contenant : 12 tables d'ordinateur 10 ordinateurs un tableau interactif munit d'un projecteur hitachi courte focale un bureau de formateur 12 chaises roulants une deuxième salle de formation contenant : 9 tables un tableau blanc 6 chaises roulants une 3eme salle de formation vide une salle d'attente équipée de canapé ,une table basse et un tapis un bureau de directeur de centre équipé de : d'un grand bureau (bois inox) chaise roulant orthopédique 2 chaises pour guest une salle de bain une kitchenette petit balcon une salle d'eau pour homme une salle de bain pour femme une place de parking au sous sol de la résidence chauffage centrale tout le bureau est équipé de climatiseur",fr,137,1,0.289,0.26,vague,0.397,0.179,0.0,aucun,0
4549,"ketata immo,  vous propose à la vente  à #aouina , près de aziza,  un spacieux appartement s+4  de 154 m2. appartement dispose d'un salon avec balcon et une suite parentale avec sdb et  balcon,  chauffage central. une place de  parking  au sous-sol, et deux (02) celliers. l'appart est au cinquième étage,  avec  double ascenseur. titre bleu, prix de vente : 350.000, pas de frais agence. pour les crédits bancaires, une avance de 20% à la promesse de vente. pour visite veuillez contacter le conseiller  mr ketata chafik au  tél & whatsapp : +216 56 16 80 17",tunisieannonce,0,,0,0.0,"ketata immo, vous propose à la vente à aouina , près de aziza, un spacieux appartement s 4 de 154 m2. appartement dispose d'un salon avec balcon et une suite parentale avec sdb et balcon, chauffage central. une place de parking au sous-sol, et deux (02) celliers. l'appart est au cinquième étage, avec double ascenseur. titre bleu, prix de vente : 350.000, pas de frais agence. pour les crédits bancaires, une avance de 20 à la promesse de vente. pour visite veuillez contacter le conseiller mr ketata chafik au tél whatsapp : 216 56 16 80 17",fr,97,5,0.407,0.02,vague,0.35,0.157,0.0,aucun,0
4550,#la sté akariet sarraj #agence #immobilière (#agrée) propose #a vendre #terrain #clôturé (#569m²) #vue de mer #chatt mariem en face #résidence folla #documents fournis : #papiers en régle #prix :#400dt/m² (#un peux négociable) #vente#terrain#agenceimmobilière#akarietsarraj # 27.457.153 ou #98.740.165 ou #73.274.601,tunisieannonce,0,,0,0.0,la sté akariet sarraj agence immobilière ( agrée) propose a vendre terrain clôturé ( 569m²) vue de mer chatt mariem en face résidence folla documents fournis : papiers en régle prix : 400dt/m² ( un peux négociable) vente terrain agenceimmobilière akarietsarraj 27.457.153 ou 98.740.165 ou 73.274.601,fr,46,3,0.288,0.115,pressante,0.383,0.268,0.0,aucun,0
4551,a louer tout type de studio meublé pour courte durée a citée naser prix de la nuitée a partir de 90dt tel 21357886,tunisieannonce,0,,0,0.0,a louer tout type de studio meublé pour courte durée a citée naser prix de la nuitée a partir de 90dt tel 21357886,fr,23,1,0.444,0.399,pressante,0.293,0.205,0.0,aucun,0
4552,"un s plus 3 avec une terrasse au 1er étage avec un jardin au rdc. l'appartement est composé: - un salon avec une petite terrasse - une cuisine très bien agencée. - une salle d'eau pour invités - 03 chambres à coucher - une salle de bain. - 1 ou 2 places parking avec abri - entrée indépendante et sans vis à vis il est équipé en chauffage central et climatisation. le quartier calme, sécurisé et ayant un accès facile. ps: si cette offre ne vous convient pas, veuillez svp nous communiquer votre besoin afin de vous présenter le bien que vous cherchez. merci. pour plus de détails ou autres biens, veuillez contacter notre conseiller sur ce num svp : 21 888 285 (disponible sur whatsapp)",tunisieannonce,0,,0,0.0,"un s plus 3 avec une terrasse au 1er étage avec un jardin au rdc. l'appartement est composé: - un salon avec une petite terrasse - une cuisine très bien agencée. - une salle d'eau pour invités - 03 chambres à coucher - une salle de bain. - 1 ou 2 places parking avec abri - entrée indépendante et sans vis à vis il est équipé en chauffage central et climatisation. le quartier calme, sécurisé et ayant un accès facile. ps: si cette offre ne vous convient pas, veuillez svp nous communiquer votre besoin afin de vous présenter le bien que vous cherchez. merci. pour plus de détails ou autres biens, veuillez contacter notre conseiller sur ce num svp : 21 888 285 (disponible sur whatsapp)",fr,126,4,0.399,0.08,pressante,0.377,0.264,0.0,aucun,0
4553,"agence immobilière le carré 9 met à la vente un appartement s+2 neuf de 118.79m² disponible au au 7éme étage dans une résidence sécurisée et à proximité de toute les commodités à cité les palmeraies, aouina. a l'entrée de l'appartement on découvre un salon, une cuisine, un séchoir, deux chambres à coucher dont une avec un dressing et une salle de bain commune. l'appartement est équipé du chauffage central. une place de parking est à 18 mille dinars. pour plus d'informations veuillez nous contacter au 28177388 ou 23219610",tunisieannonce,0,,0,0.0,"agence immobilière le carré 9 met à la vente un appartement s 2 neuf de 118.79m² disponible au au 7éme étage dans une résidence sécurisée et à proximité de toute les commodités à cité les palmeraies, aouina. a l'entrée de l'appartement on découvre un salon, une cuisine, un séchoir, deux chambres à coucher dont une avec un dressing et une salle de bain commune. l'appartement est équipé du chauffage central. une place de parking est à 18 mille dinars. pour plus d'informations veuillez nous contacter au 28177388 ou 23219610",fr,89,5,0.369,0.018,pressante,0.365,0.255,0.0,aucun,0
4556,hexa real estate vous propose un appartement neuf s1 à la location aux jardins de carthage : composition : salon avec balcon cuisine équipé avec séchoir chambre à coucher avec dressing salle de douche avec cabine de douche chauffage climatisation place parking prix : 1700 dt / mois pour le visiter et plus d'informations veuillez nous contacter sur le: 29 999 188,tunisieannonce,0,,0,0.0,hexa real estate vous propose un appartement neuf s1 à la location aux jardins de carthage : composition : salon avec balcon cuisine équipé avec séchoir chambre à coucher avec dressing salle de douche avec cabine de douche chauffage climatisation place parking prix : 1700 dt / mois pour le visiter et plus d'informations veuillez nous contacter sur le: 29 999 188,fr,62,4,0.41,0.082,vague,0.336,0.151,0.0,aucun,0
4557,"les berges du lac 1 : opportunité à saisir  bureau open space a louer on  vous propose a la location un bureau toutes activites au 2ème étage sans ascenseur dans une résidence en r+2 pour implantez votre activité au coeur des berges du lac 1, l'un des quartiers les plus prestigieux et dynamiques de tunis. ce local est  de 107 m², a usage bureautique ou commerciale idéalement situé dans une zone à forte visibilité, constitue une adresse stratégique pour valoriser votre image et développer votre chiffre d'affaires. une opportunité rare pour les professionnels à la recherche d'un cadre d'exception pour leur activité. prix de la location: 2000 dinars",tunisieannonce,0,,0,0.0,"les berges du lac 1 : opportunité à saisir bureau open space a louer on vous propose a la location un bureau toutes activites au 2ème étage sans ascenseur dans une résidence en r 2 pour implantez votre activité au coeur des berges du lac 1, l'un des quartiers les plus prestigieux et dynamiques de tunis. ce local est de 107 m², a usage bureautique ou commerciale idéalement situé dans une zone à forte visibilité, constitue une adresse stratégique pour valoriser votre image et développer votre chiffre d'affaires. une opportunité rare pour les professionnels à la recherche d'un cadre d'exception pour leur activité. prix de la location: 2000 dinars",fr,109,4,0.343,0.069,vague,0.439,0.198,0.52,pression_achat,1
4558,"a vendre appartement s1 à mourouj 6 sur la route principale avec place de parking sou sol , au 1er étage pour plus d'informations contacter 52518866",tunisieannonce,0,,0,0.0,"a vendre appartement s1 à mourouj 6 sur la route principale avec place de parking sou sol , au 1er étage pour plus d'informations contacter 52518866",fr,26,5,0.409,0.02,pressante,0.421,0.295,0.0,aucun,0
4560,"l'agence l'avenir vous propose une opportunité rare : une ancienne maison pleine de charme, idéalement située à l'ariana, dans un quartier recherché et proche de toutes les commodités. superficie terrain : 200 m² superficie couverte : 120 m² titre foncier individuel la maison se compose de : un salon lumineux 3 chambres à coucher une salle de bain une cuisine à l'extérieur : une entrée voiture un petit jardin agréable à l'étage : un studio indépendant, idéal pour location ou usage personnel. atouts majeurs : excellent emplacement quartier calme et accessible proximité immédiate des commerces, écoles et transports fort potentiel d'aménagement ou de rénovation prix : 230 md pour plus d'informations ou pour organiser une visite : 52584047   98280035   70823176",tunisieannonce,0,,0,0.0,"l'agence l'avenir vous propose une opportunité rare : une ancienne maison pleine de charme, idéalement située à l'ariana, dans un quartier recherché et proche de toutes les commodités. superficie terrain : 200 m² superficie couverte : 120 m² titre foncier individuel la maison se compose de : un salon lumineux 3 chambres à coucher une salle de bain une cuisine à l'extérieur : une entrée voiture un petit jardin agréable à l'étage : un studio indépendant, idéal pour location ou usage personnel. atouts majeurs : excellent emplacement quartier calme et accessible proximité immédiate des commerces, écoles et transports fort potentiel d'aménagement ou de rénovation prix : 230 md pour plus d'informations ou pour organiser une visite : 52584047 98280035 70823176",fr,120,4,0.436,0.087,fiable,0.317,0.016,0.585,pression_achat|contacts_multiples,2
4564,"gite immobilière vous propose a la location un bureau bien situé au coeur de lafayette , tunis d'une superficie de 200 m2 aménagé en : un hall une salle de réunion 4 pièces  spacieuses 3 salles d'eau loyer : 2200 tnd htva / mois contactez le 50050020",tunisieannonce,0,,0,0.0,"gite immobilière vous propose a la location un bureau bien situé au coeur de lafayette , tunis d'une superficie de 200 m2 aménagé en : un hall une salle de réunion 4 pièces spacieuses 3 salles d'eau loyer : 2200 tnd htva / mois contactez le 50050020",fr,47,4,0.407,0.081,fiable,0.303,0.015,0.0,aucun,0
4566,"on met à la location un dépôt à bhar lazrak dans un emplacement stratégique et à proximité de toutes commodités avec une bonne visibilité, superficie = 200 m2 avec électricité force 380 y compris un bureau et une salle d'eau hauteur = 4m pour toutes informations veuillez contacter votre conseiller sur le 56 505 949",tunisieannonce,0,,0,0.0,"on met à la location un dépôt à bhar lazrak dans un emplacement stratégique et à proximité de toutes commodités avec une bonne visibilité, superficie 200 m2 avec électricité force 380 y compris un bureau et une salle d'eau hauteur 4m pour toutes informations veuillez contacter votre conseiller sur le 56 505 949",fr,53,5,0.488,0.024,fiable,0.339,0.017,0.0,aucun,0
4568,occasion a ne pas rater à ezzahra hammam elghezaz 5 ha a200 m a la palge  a partager par 5 personnes titre foncier pour votre future projet touristique prix 200 md /1 ha avec facilité de paiement 50% avance et le reste  par facilité tel: 25.001.718,tunisieannonce,0,,0,0.0,occasion a ne pas rater à ezzahra hammam elghezaz 5 ha a200 m a la palge a partager par 5 personnes titre foncier pour votre future projet touristique prix 200 md /1 ha avec facilité de paiement 50 avance et le reste par facilité tel: 25.001.718,fr,46,5,0.431,0.022,vague,0.375,0.169,0.81,urgence_forte|pression_achat,2
