"id","title","subtitle","price","transaction_type","property_type","location_details","municipality","surface","rooms","bedrooms","bathrooms","features","poi","description","url","image_path","images_folder","images_count","scraped_at","last_updated"
777,"Terrain indistruelle","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","10000",NULL,NULL,NULL,"{}","{}","Bonne opportunité à saisir – Terrain industriel à vendre à Monastir Nous mettons en vente un terrain de 10000 m² situé à Monastir, idéal pour la réalisation d’une grande unité industrielle, usine, ou complexe industriel. Localisation stratégique Vocation 100% industrielle Superficie : 43 000 m² Convient parfaitement aux investisseurs et promoteurs industriels Pour plus d’informations ou pour organiser une visite, veuillez nous contacter.","https://www.mubawab.tn/fr/a/8219854/terrain-indistruelle","media\land\777\image_001.jpg","media\land\777",2,"2026-02-18 16:19:30.936905","Unknown"
778,"A vendre un terrain à Hammamet Nord","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","IMMOTEAM vous propose à vendre un terrain à Hammamet Nord Pour plus d'informations contactez Sarra Visite du bien disponible 7/7 et gratuitement","https://www.mubawab.tn/fr/a/8299201/a-vendre-un-terrain-%C3%A0-hammamet-nord","media\land\778\image_001.jpg","media\land\778",3,"2026-02-18 16:19:40.826295","Unknown"
779,"Terrain de 1170m² à Grombalia La Perle du Cap Bon","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1170",NULL,NULL,NULL,"{}","{}","La Perle du Cap Bon – Terrains viabilisés prêts à bâtir à Grombalia Le projet de lotissement La Perle du Cap Bon vous propose une sélection de terrains viabilisés, idéalement conçus pour accueillir votre futur projet immobilier. Situé à Grombalia, ce projet s’inscrit dans une dynamique de développement urbain maîtrisé. Ses principaux atouts : Localisation centrale : accès immédiat à tous les services essentiels : gare, écoles, commerces, établissements publics et transports. Cadre de vie urbain et serein : quartier résidentiel calme, à proximité de toutes les commodités. Lots polyvalents et réglementés : superficies adaptées à différents projets (résidentiel, investissement, etc.). Investissement sécurisé : titre foncier individuel et projet légalement approuvé. Potentiel de valorisation élevé : Grombalia est une ville dynamique en pleine croissance.","https://www.mubawab.tn/fr/pa/8164236/terrain-de-1170m%C2%B2-%C3%A0-grombalia-la-perle-du-cap-bon","media\land\779\image_001.jpg","media\land\779",3,"2026-02-18 16:19:51.011648","Unknown"
780,"Terrain de 467m² à vendre à Sidi Daoud","Tunisie","1120800 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","467",NULL,NULL,NULL,"{}","{}","NewKey Jardins de Carthage vous propose à la vente un terrain constructible de 467 m², situé en zone résidentielle à Sidi Daoud, offrant un excellent potentiel de construction. Le terrain permet la réalisation d’un projet en R2, avec un deuxième étage autorisé jusqu’à 6 mètres, offrant plus de volume et de flexibilité architecturale. Prix : 2 400 DT/m² Pour plus d'informations contacter 20265265 Référence du bien: Ref8770a","https://www.mubawab.tn/fr/a/8284045/terrain-de-467m%C2%B2-%C3%A0-vendre-%C3%A0-sidi-daoud","media\land\780\image_001.jpg","media\land\780",1,"2026-02-18 16:20:15.427644","Unknown"
781,"Terrain habitation ind. En vente","Tunisie","2250000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","539",NULL,NULL,NULL,"{}","{}","Terrain de 539 m² a carthage hannibalCe terrain de 539 m² bénéficie d’un emplacement privilégié au cœur de Carthage hannibal, dans l’un des quartiers les plus prisés et prestigieux de la région.","https://www.mubawab.tn/fr/a/8219749/terrain-habitation-ind-en-vente","media\land\781\image_001.jpg","media\land\781",1,"2026-02-18 16:20:23.606512","Unknown"
782,"Terrrain pied dans l'eau a vendre a hammamet","Tunisie","14000000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","agence immobilière ""FIMILKI"" vous propose la vente d'un terrain pour promoteur immobilier : *terrain issu d'un lotissement approuvé *titre bleu individuel *terrain pied dans l'eau *quartier calme et de standing *R3 *avec autorisation de construire *terrain d'angle avec bonne orientation *rdc commercial","https://www.mubawab.tn/fr/a/8303010/terrrain-pied-dans-l-eau-a-vendre-a-hammamet","media\land\782\image_001.jpg","media\land\782",1,"2026-02-18 16:20:34.015392","Unknown"
783,"A Vendre un terrain à 7 km de Jinen Hammamet","Tunisie","46260 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","514",NULL,NULL,NULL,"{}","{}","Terrain a vendre à 7 km de Jinen Hammamet et de la plage entouré par des villas de lux et des villa en cours de construction Tous les documents légaux sont disponibles Superficie : à partir de 514 m² prix de m² 90 dinars profitez vite des derniers lots disponibles","https://www.mubawab.tn/fr/a/8246599/a-vendre-un-terrain-%C3%A0-7-km-de-jinen-hammamet","media\land\783\image_001.jpg","media\land\783",2,"2026-02-18 16:20:45.442298","Unknown"
784,"A vendre Terrain 973m² à Jasmin, Nabeul","Tunisie","950000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","973",NULL,NULL,NULL,"{}","{}","L’agence immobilière le Boulevard vous propose : A #Vendre   #Référence : 1354a Un terrain viabilisé, situé dans un quartier résidentiel de luxe à Jasmin, Nabeul •	Superficie : 973 m² •	Façade : 24 mètres •	A 800 mètres de la plage •	Proche de toutes les commodités (Restaurant, salon de thé, banque, transport, plage…) •	Titre foncier individuel •	Prix : 950.000 TND","https://www.mubawab.tn/fr/a/8266764/a-vendre-terrain-973m%C2%B2-%C3%A0-jasmin-nabeul","media\land\784\image_001.jpg","media\land\784",1,"2026-02-18 16:20:54.707047","Unknown"
791,"A Vendre Terrain à Bhar Lazreg","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1210",NULL,NULL,NULL,"{}","{}","Good Life (Agence Immobilière Agréée) vous propose à la vente un terrain à Bhar Lazreg, La Marsa. Superficie : 1210 m² (22 m x 55 m) Titre foncier individuel Prix de vente : 650 DT/m² Notre agence vous accompagne à chaque étape de votre projet d’achat, avec professionnalisme et expertise. Pour une visite ou plus de renseignements, merci de nous contacter par téléphone ou via  WhatsApp au 28910851.","https://www.mubawab.tn/fr/a/8023524/a-vendre-terrain-%C3%A0-bhar-lazreg","media\land\791\image_001.jpg","media\land\791",1,"2026-02-18 16:22:23.691715","Unknown"
792,"Terrain 6583m2 R plus 4 pour promoteur","Tunisie","","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","6583",NULL,NULL,NULL,"{}","{}","Terrain surface 6583m2 Vocation R plus 4 Au Centre Ville côté rue Sahel pour construire des appartements sociable foprolos à MONTFLEURY. Vocation R plus 4 avec commercial. Prix du m2 à 650 DT le m2. Très bonne affaire pour promoteur. Contact 22 135 639 Pas d'agence ou intermédiaire SVP SVP SVP","https://www.mubawab.tn/fr/a/8242588/terrain-6583m2-r-plus-4-pour-promoteur","media\land\792\image_001.jpg","media\land\792",8,"2026-02-18 16:22:34.763303","Unknown"
785,"A vendre Terrain 330m² sur 3 façades à Sidi Mahers","Tunisie","570000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","330",NULL,NULL,NULL,"{}","{}","L’agence immobilière Le Boulevard vous propose : A #Vendre       #Référence : 1315a Un terrain viabilisé, situé à Sidi Mahersi – Nabeul, à seulement 600 mètres de la plage, et bénéficiant de 3 façades. Superficie : 330 m² 3 Façades : 30m*11m Vocation : R2 Terrain jumelé d’un seule coté Deuxième position par rapport à la route principale Dali Jazi Près de toutes les commodités (Restaurant, salon de thé, banque, transport, municipalité…) Titre foncier individuel Prix : 570.000 TND","https://www.mubawab.tn/fr/a/8254038/a-vendre-terrain-330m%C2%B2-sur-3-fa%C3%A7ades-%C3%A0-sidi-mahers","media\land\785\image_001.jpg","media\land\785",1,"2026-02-18 16:21:04.159226","Unknown"
786,"RÉSIDENCE MYRIAM 3 – Jardins de Carthage","Tunisie","À partir de635000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","Écoles","https://www.mubawab.tn/fr/p/4543/r%C3%A9sidence-myriam-3-%E2%80%93-jardins-de-carthage","media\land\786\image_001.jpg","media\land\786",20,"2026-02-18 16:21:13.231166","Unknown"
787,"Terrain à vendre à Akouda","Tunisie","96250 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","275",NULL,NULL,NULL,"{}","{}","Terrain à vendre à Akouda À vendre terrain constructible situé à Akouda, dans un quartier calme et bien desservi. Prix : 350 DT / m² Superficie : 275 m² Titre foncier : Individuel SONEDE et électricité disponibles Terrain idéal pour construction résidentielle ou investissement, proche des commodités et des axes principaux. Contact immédiat : Téléphone : 55 050 501 / 55 050 502 WhatsApp :  55 050 501 Agence Ezzayatine – Sousse, L’Mnchiyaa Visite personnalisée sur rendez-vous uniquement","https://www.mubawab.tn/fr/a/8284370/terrain-%C3%A0-vendre-%C3%A0-akouda","media\land\787\image_001.jpg","media\land\787",1,"2026-02-18 16:21:40.280752","Unknown"
788,"Terrain à la vente à Cité Bou Akroucha. Surface totale 159 m...","Tunisie","66780 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","117",NULL,NULL,NULL,"{}","{}","Lots de Terrains viabilisés à vendre à partir de 117m² jusqu'à  256m² à Mohamedia. N'hésitez  pas à  nous contacter pour programmer  votre  visite","https://www.mubawab.tn/fr/pa/7942062/terrain-%C3%A0-la-vente-%C3%A0-cit%C3%A9-bou-akroucha-surface-totale-159-m%C2%B2","media\land\788\image_001.jpg","media\land\788",2,"2026-02-18 16:21:49.386598","Unknown"
789,"Achat de terrain à Radès. Superficie 480 m²","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","480",NULL,NULL,NULL,"{}","{}","Vous rêvez de bâtir votre propriété personnelle et personnalisée ... votre rêve est enfin réalisable. Immobilière khairi met à votre disposition des lots de terrain a rades viabilisés et approuvés avec certificats de propriété individuelle et R2 pour les constructions. Les superficies proposées sont de 148 m² à 480 m² pour le prix imbattable a partir de 800 DT TTC/m² selon l'emplacement du terrain en question. Localisation lotissement RADES : https://www.google.com/maps?q36.7810309,10.2759664 Nous serons heureux de vous accueillir sur place ou dans nos bureaux pour plus d'informations.","https://www.mubawab.tn/fr/pa/7981281/achat-de-terrain-%C3%A0-rad%C3%A8s-superficie-480-m%C2%B2","media\land\789\image_001.jpg","media\land\789",1,"2026-02-18 16:22:02.203419","Unknown"
790,"Terrain pour villa","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","Jardins d'el Menzah 1 a vendre un terrain pour villa loti viabilisé titre foncier individuel","https://www.mubawab.tn/fr/a/8195949/terrain-pour-villa","media\land\790\image_001.jpg","media\land\790",1,"2026-02-18 16:22:12.037284","Unknown"
793,"5 Hectares à Mornag Direct propriétaire","Tunisie","","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","Particulier met en vente Terrain Agricole dans un emplacement stratégique à Mornag pas loin de la route principale à 500m contact 22135639 pas d'agence ou intermédiaire SVP SVP SVP","https://www.mubawab.tn/fr/a/8186314/5-hectares-%C3%A0-mornag-direct-propri%C3%A9taire","media\land\793\image_001.jpg","media\land\793",10,"2026-02-18 16:22:47.237339","Unknown"
794,"A vendre des lots viabilisés à Korba, Nabeul","Tunisie","95000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","302",NULL,NULL,NULL,"{}","{}","L’agence immobilière Le Boulevard vous propose : A #Vendre   #Référence : 829a Des lots viabilisés situés dans un quartier calme à Korba, Nabeul. •	Superficies disponibles : de 302 m² à 636 m² •	Terrains d’angle disponibles •	Voieries de 10 mètres et 8 mètres •	À 150 mètres de la route principale MC27 •	À 900 mètres de la plage •	Titre foncier individuel •	Prix : à partir de 95 000 TND","https://www.mubawab.tn/fr/a/7876507/a-vendre-des-lots-viabilis%C3%A9s-%C3%A0-korba-nabeul","media\land\794\image_001.jpg","media\land\794",1,"2026-02-18 16:23:07.442126","Unknown"
805,"Terrain 4240m à vendre Kerkennah Route jouabeur","Tunisie","","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","4240",NULL,NULL,NULL,"{}","{}","Superficie : 4240 m² Situation : à 2 km du centre d’Al-Ataya, en bordure de route principale Façade : 16 m Terrain constructible avec oliviers À environ 500 m de la mer de Marsa Al-Saadi Terrain surélevé, à l’abri de la nappe phréatique (non exposé à l’humidité) Titre de propriété en arabe Prix : 125 000 TND Pour toute information, veuillez contacter le 016 977 308 309 93","https://www.mubawab.tn/fr/a/8304721/terrain-4240m-%C3%A0-vendre-kerkennah-route-jouabeur","media\land\805\image_001.jpg","media\land\805",6,"2026-02-18 16:25:08.384664","Unknown"
806,"Terrain agricole en vente a chott mariem","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","Ce terrain est situé à Douar ben zina. il bénéficie d'une façade de 10mètres. Le dossier juridique est disponible à l'agence pour consultation.","https://www.mubawab.tn/fr/a/8050021/terrain-agricole-en-vente-a-chott-mariem","media\land\806\image_001.jpg","media\land\806",1,"2026-02-18 16:25:19.85905","Unknown"
807,"Terrain habitation titré à vendre","Tunisie","400000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","565",NULL,NULL,NULL,"{}","{}","terrain habitation à chott Mariem lotissement Bouker 565m² le m² à 707dt titre individuel","https://www.mubawab.tn/fr/a/8229019/terrain-habitation-titr%C3%A9-%C3%A0-vendre","media\land\807\image_001.jpg","media\land\807",1,"2026-02-18 16:25:28.584706","Unknown"
795,"A vendre terrain 2002m² vue sur mer à Dharoufa","Tunisie","330000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","2002",NULL,NULL,NULL,"{}","{}","L’agence immobilière Le Boulevard vous propose : A #Vendre   #Référence : 1343a Un terrain agricole avec une magnifique vue sur la mer, situé à Dharoufa – Nabeul, dans un cadre calme et naturel, idéal pour la réalisation d’une villa de campagne ou un projet de détente. Le terrain bénéficie d’un emplacement stratégique avec un accès facile, une entrée goudronnée et deux accès indépendants, offrant plus de flexibilité pour l’aménagement. •	Superficie : 2002m² •	Façade : 25 mètres •	Vue sur mer •	L’eau et l’électricité sont disponibles •	A 10Km de centre-ville Nabeul •	14 oliviers sur le terrain •	Titre foncier individuel •	Prix : 330.000 TND","https://www.mubawab.tn/fr/a/8263570/a-vendre-terrain-2002m%C2%B2-vue-sur-mer-%C3%A0-dharoufa","media\land\795\image_001.jpg","media\land\795",3,"2026-02-18 16:23:17.573704","Unknown"
